word,true_label,predictions
the,O,O
same,O,O
Drew's,O,O
",",O,O
by,O,O
reason,O,O
of,O,O
monney,O,O
taken,O,O
up,O,O
at,O,O
London,O,O
",",O,O
the,O,O
sone,O,O
of,O,O
77li,O,O
17s,O,O
6.5d,O,O
Fl.,O,O
",",O,O
paieable,O,O
le,B,B
16,I,I
of,I,I
this,I,I
moneth,I,I
",",O,O
which,O,O
he,O,O
makith,O,O
reconyng,O,O
to,O,O
have,O,O
payd,O,O
owte,O,O
of,O,O
140li,O,O
Fl,O,O
.,O,O
that,O,O
is,O,O
to,O,O
be,O,O
receavid,O,O
of,O,O
an,O,O
obligation,O,O
dew,O,O
by,O,O
Diricke,O,O
Peterzon,O,O
of,O,O
Delf,O,O
(which,O,O
ye,O,O
have),O,O
",",O,O
paieable,O,O
the,B,B
second,I,I
of,I,I
this,I,I
moneth,I,I
;,O,O
and,O,O
the,O,O
rest,O,O
of,O,O
the,O,O
same,O,O
obligation,O,O
",",O,O
being,O,O
62li,O,O
2s,O,O
5.5d,O,O
Fl.,O,O
",",O,O
and,O,O
ijCli,O,O
Fl,O,O
.,O,O
that,O,O
is,O,O
dew,O,O
by,O,O
Dirick,O,O
Wij,O,O
&,O,O
Company,O,O
of,O,O
Haerlem,O,O
at,O,O
sight,O,O
(whose,O,O
bill,O,O
I,O,O
do,O,O
hierwith,O,O
delyver,O,O
you),O,O
",",O,O
his,O,O
mynd,O,O
is,O,O
to,O,O
have,O,O
made,O,O
over,O,O
by,O,O
exchaunge,O,O
with,O,O
some,O,O
good,O,O
sewer,O,O
man,O,O
for,O,O
usaunce,O,O
",",O,O
which,O,O
I,O,O
praie,O,O
you,O,O
to,O,O
accomplishe,O,O
",",O,O
and,O,O
advertis,O,O
the,O,O
same,O,O
Bryand,O,O
of,O,O
your,O,O
prosedinges,O,O
.,O,O
I,O,O
pray,O,O
you,O,O
I,O,O
may,O,O
be,O,O
hertyly,O,O
commended,O,O
to,O,O
Mr,O,O
.,O,O
Otwell,O,O
Johnson,O,O
",",O,O
your,O,O
brother,O,O
",",O,O
with,O,O
my,O,O
herty,O,O
thankes,O,O
for,O,O
the,O,O
paynes,O,O
that,O,O
at,O,O
my,O,O
last,O,O
beyng,O,O
at,O,O
London,O,O
he,O,O
toke,O,O
for,O,O
me,O,O
.,O,O
And,O,O
thus,O,O
I,O,O
hertyly,O,O
byd,O,O
you,O,O
farewell,O,O
.,O,O
Calendared,O,O
in,O,O
Letters,O,O
&,O,O
Papers,O,O
",",O,O
Addenda,O,O
",",O,O
I,O,O
",",O,O
ii,O,O
",",O,O
1525,O,O
.,O,O
At,O,O
this,O,O
tyme,O,O
I,O,O
have,O,O
not,O,O
further,O,O
to,O,O
inlarge,O,O
you,O,O
",",O,O
but,O,O
that,O,O
we,O,O
remayne,O,O
still,O,O
under,O,O
arest,O,O
",",O,O
(2b,O,O
),O,O
and,O,O
that,O,O
I,O,O
have,O,O
and,O,O
wyll,O,O
do,O,O
with,O,O
your,O,O
brother's,O,O
busynes,O,O
as,O,O
with,O,O
my,O,O
master's,O,O
.,O,O
By,O,O
youres,O,O
to,O,O
his,O,O
powre,O,O
",",O,O
On,O,O
other,O,O
side,O,O
",",O,O
our,O,O
newes,O,O
have,O,O
ben,O,O
almost,O,O
all,O,O
this,O,O
weke,O,O
past,O,O
that,O,O
xxx,O,O
or,O,O
xl,O,O
M,O,O
.,O,O
Freasshemen,O,O
ar,O,O
come,O,O
to,O,O
besiege,O,O
Boullen,O,O
",",O,O
and,O,O
indede,O,O
all,O,O
is,O,O
no,O,O
fable,O,O
",",O,O
for,O,O
ther,O,O
is,O,O
encamped,O,O
beyond,O,O
the,O,O
water,O,O
wher,O,O
Monsieur,O,O
de,O,O
Bies,O,O
and,O,O
his,O,O
compaigny,O,O
was,O,O
raysed,O,O
by,O,O
th'Yrle,O,O
of,O,O
Hartford,O,O
),O,O
by,O,O
a,O,O
nier,O,O
estimacion,O,O
(as,O,O
I,O,O
do,O,O
credibly,O,O
heare,O,O
),O,O
aboute,O,O
half,O,O
the,O,O
nombre,O,O
abovesaid,O,O
.,O,O
Some,O,O
other,O,O
report,O,O
that,O,O
a,O,O
lyke,O,O
nombre,O,O
",",O,O
or,O,O
somewhat,O,O
fewer,O,O
",",O,O
is,O,O
approched,O,O
unto,O,O
the,O,O
place,O,O
wher,O,O
the,O,O
Maister,O,O
of,O,O
the,O,O
Hoerse(1b,O,O
),O,O
was,O,O
encamped,O,O
when,O,O
the,O,O
King,O,O
our,O,O
maister,O,O
besieged,O,O
the,O,O
towne,O,O
",",O,O
but,O,O
I,O,O
will,O,O
not,O,O
write,O,O
that,O,O
for,O,O
so,O,O
certain,O,O
as,O,O
th'other,O,O
",",O,O
I,O,O
heare,O,O
also,O,O
that,O,O
our,O,O
men,O,O
do,O,O
dyvers,O,O
tymes,O,O
skermyche,O,O
with,O,O
them,O,O
.,O,O
(2b,O,O
),O,O
Monney,O,O
I,O,O
will,O,O
bring,O,O
downe,O,O
with,O,O
me,O,O
",",O,O
according,O,O
to,O,O
your,O,O
mynd,O,O
.,O,O
Add.To,O,O
his,O,O
singuler,O,O
good,O,O
frinde,O,O
John,O,O
Johnson,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Stapell,O,O
at,O,O
Calles,O,O
",",O,O
be,O,O
this,O,O
delyvered,O,O
.,O,O
674,O,O
.,O,O
OTWELL,O,O
JOHNSON,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
John,O,O
Johnson,O,O
.,O,O
7,O,O
.,O,O
PARSON,O,O
THOMAS,O,O
SAXBY,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Well,O,O
Sir,O,O
",",O,O
the,O,O
premissis,O,O
notwithstonding,O,O
",",O,O
I,O,O
have,O,O
(with,O,O
exceding,O,O
moche,O,O
ado,O,O
),O,O
perswaded,O,O
with,O,O
John,O,O
Holland,O,O
this,O,O
berar,O,O
to,O,O
repayer,O,O
home,O,O
to,O,O
Calleis,O,O
",",O,O
leving,O,O
the,O,O
said,O,O
packe,O,O
in,O,O
my,O,O
custody,O,O
to,O,O
shippe,O,O
by,O,O
the,O,O
next,O,O
",",O,O
es,O,O
I,O,O
have,O,O
promised,O,O
him,O,O
",",O,O
and,O,O
so,O,O
have,O,O
writton,O,O
unto,O,O
his,O,O
maister,O,O
(1a,O,O
),O,O
by,O,O
him,O,O
that,O,O
I,O,O
will,O,O
do,O,O
",",O,O
and,O,O
have,O,O
made,O,O
the,O,O
said,O,O
Hollande's,O,O
excuse,O,O
for,O,O
the,O,O
none,O,O
doyng,O,O
of,O,O
it,O,O
hietherto,O,O
;,O,O
and,O,O
moreover,O,O
have,O,O
veray,O,O
gentelly,O,O
and,O,O
largely,O,O
required,O,O
him,O,O
to,O,O
be,O,O
as,O,O
good,O,O
unto,O,O
me,O,O
for,O,O
the,O,O
packe,O,O
of,O,O
the,O,O
last,O,O
yeir,O,O
",",O,O
as,O,O
his,O,O
sone's,O,O
(2a,O,O
),O,O
promis,O,O
was,O,O
alway,O,O
that,O,O
he,O,O
wold,O,O
be,O,O
",",O,O
or,O,O
ellis,O,O
it,O,O
shuld,O,O
be,O,O
to,O,O
myne,O,O
utter,O,O
undoing,O,O
",",O,O
contrary,O,O
to,O,O
all,O,O
reasone,O,O
and,O,O
good,O,O
conscience,O,O
",",O,O
he,O,O
having,O,O
hadde,O,O
thole,O,O
goodes,O,O
in,O,O
his,O,O
owne,O,O
occupieng,O,O
all,O,O
the,O,O
last,O,O
yeir,O,O
",",O,O
and,O,O
I,O,O
disbursing,O,O
above,O,O
xxjli,O,O
st,O,O
.,O,O
in,O,O
redy,O,O
monney,O,O
of,O,O
myne,O,O
owne,O,O
uppon,O,O
the,O,O
sute,O,O
",",O,O
(3a,O,O
),O,O
in,O,O
consideracion,O,O
of,O,O
his,O,O
owne,O,O
promis,O,O
unto,O,O
me,O,O
that,O,O
I,O,O
shuld,O,O
be,O,O
no,O,O
loser,O,O
therby,O,O
",",O,O
etc.,O,O
",",O,O
with,O,O
other,O,O
veray,O,O
large,O,O
and,O,O
vehement,O,O
perswasions,O,O
",",O,O
which,O,O
if,O,O
thay,O,O
take,O,O
effect,O,O
",",O,O
so,O,O
it,O,O
is,O,O
.,O,O
And,O,O
mor,O,O
",",O,O
this,O,O
sam,O,O
day,O,O
your,O,O
salar,O,O
is,O,O
pavet,O,O
.,O,O
And,O,O
the,O,O
sall,O,O
of,O,O
the,O,O
salt,O,O
is,O,O
worse,O,O
",",O,O
than,O,O
it,O,O
was,O,O
for,O,O
becayus,O,O
of,O,O
the,O,O
saf,O,O
condede,O,O
that,O,O
is,O,O
gef,O,O
",",O,O
(2a,O,O
),O,O
for,O,O
I,O,O
connot,O,O
hav,O,O
abov,O,O
xxvijs,O,O
the,O,O
waye,O,O
.,O,O
And,O,O
as,O,O
for,O,O
wolles,O,O
",",O,O
thar,O,O
is,O,O
no,O,O
man,O,O
that,O,O
wyll,O,O
mell,O,O
with,O,O
you,O,O
for,O,O
no,O,O
mony,O,O
",",O,O
exsep,O,O
you,O,O
thak,O,O
clok,O,O
",",O,O
wyche,O,O
is,O,O
very,O,O
letell,O,O
estemit,O,O
with,O,O
no,O,O
marchants,O,O
",",O,O
for,O,O
the,O,O
Sete,O,O
is,O,O
ded,O,O
in,O,O
all,O,O
marchantres,O,O
for,O,O
lak,O,O
of,O,O
mony,O,O
.,O,O
(3a,O,O
),O,O
My,O,O
mastris,O,O
and,O,O
Mastris,O,O
Smethe,O,O
",",O,O
with,O,O
all,O,O
your,O,O
good,O,O
frendes,O,O
in,O,O
the,O,O
guntry,O,O
",",O,O
is,O,O
in,O,O
good,O,O
halthe,O,O
",",O,O
Jhesus,O,O
be,O,O
thanket,O,O
.,O,O
Her,O,O
is,O,O
non,O,O
ded,O,O
in,O,O
this,O,O
paris,O,O
senis,O,O
Thomas,O,O
Hollan,O,O
ded,O,O
bot,O,O
on,O,O
",",O,O
wyche,O,O
ryght,O,O
over,O,O
aganis,O,O
Mr,O,O
.,O,O
Smythis,O,O
at,O,O
the,O,O
Pyntreris,O,O
Hall,O,O
.,O,O
And,O,O
I,O,O
pray,O,O
your,O,O
mastership,O,O
to,O,O
send,O,O
me,O,O
whord,O,O
whother,O,O
I,O,O
shall,O,O
bryn,O,O
hom,O,O
the,O,O
salt,O,O
nou,O,O
or,O,O
no,O,O
",",O,O
because,O,O
the,O,O
sallar,O,O
is,O,O
new,O,O
paved,O,O
.,O,O
Your,O,O
brother,O,O
",",O,O
John,O,O
Johnson,O,O
.,O,O
(1,O,O
),O,O
Shrove,B,B
Tuesday,I,I
",",I,I
21st,I,I
February,I,I
1542,I,I
.,O,O
Mastar,O,O
Jonsson,O,O
",",O,O
Please,O,O
the,O,O
bringer,O,O
.,O,O
as,O,O
you,O,O
best,O,O
can,O,O
",",O,O
for,O,O
I,O,O
have,O,O
not,O,O
agreed,O,O
with,O,O
him,O,O
",",O,O
nor,O,O
for,O,O
my,O,O
brother,O,O
Richard's,O,O
veneson,O,O
nether,O,O
.,O,O
(1,O,O
),O,O
letter,O,O
1,O,O
2,O,O
.,O,O
OTWELL,O,O
JOHNSON,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
101,O,O
.,O,O
PARSON,O,O
THOMAS,O,O
SAXBY,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Jhesus,O,O
",",O,O
le,B,B
11,I,I
jour,I,I
June,I,I
",",I,I
anno,I,I
1542.(1,I,I
),O,O
My,O,O
boy,O,O
dyed,O,O
of,O,O
no,O,O
plage,O,O
in,O,O
my,O,O
howse,O,O
",",O,O
(2b,O,O
),O,O
so,O,O
farr,O,O
as,O,O
I,O,O
thinke,O,O
",",O,O
butt,O,O
yet,O,O
I,O,O
wil,O,O
not,O,O
come,O,O
at,O,O
you,O,O
befor,O,O
your,O,O
howsebounde's,O,O
coming,O,O
home,O,O
",",O,O
I,O,O
thanke,O,O
you,O,O
for,O,O
your,O,O
gentill,O,O
offer,O,O
.,O,O
My,O,O
bottell,O,O
I,O,O
thinke,O,O
you,O,O
may,O,O
spare,O,O
well,O,O
ynough,O,O
",",O,O
and,O,O
therfor,O,O
I,O,O
can,O,O
be,O,O
content,O,O
to,O,O
have,O,O
it,O,O
sent,O,O
me,O,O
agen,O,O
",",O,O
if,O,O
you,O,O
will,O,O
.,O,O
Jhesus,O,O
anno,B,B
1545,I,I
",",I,I
the,I,I
7,I,I
in,I,I
June,I,I
",",O,O
at,O,O
Callais,O,O
I,O,O
commende,O,O
me,O,O
unto,O,O
you,O,O
",",O,O
praing,O,O
you,O,O
I,O,O
may,O,O
be,O,O
the,O,O
same,O,O
unto,O,O
Mistris,O,O
Smythe,O,O
",",O,O
etc,O,O
.,O,O
Sir,O,O
",",O,O
I,O,O
percave,O,O
we,O,O
maie,O,O
have,O,O
at,O,O
London,O,O
at,O,O
Mr,O,O
.,O,O
Judde's,O,O
handes,O,O
of,O,O
the,O,O
Kynge's,O,O
monney,O,O
",",O,O
to,O,O
paie,O,O
at,O,O
Andwerpe,O,O
in,O,O
the,O,O
Pasche,O,O
marte,O,O
",",O,O
at,O,O
xxvs,O,O
Fl,O,O
.,O,O
the,O,O
poinde,O,O
.,O,O
I,O,O
praye,O,O
you,O,O
knowe,O,O
of,O,O
Mr,O,O
.,O,O
Jude,O,O
if,O,O
it,O,O
be,O,O
so,O,O
",",O,O
and,O,O
then,O,O
I,O,O
praye,O,O
you,O,O
do,O,O
take,O,O
of,O,O
him,O,O
for,O,O
me,O,O
ijCli,O,O
mer,O,O
sterling,O,O
",",O,O
and,O,O
make,O,O
a,O,O
bill,O,O
for,O,O
it,O,O
in,O,O
my,O,O
name,O,O
",",O,O
and,O,O
I,O,O
will,O,O
se,O,O
it,O,O
paid,O,O
when,O,O
the,O,O
tyme,O,O
commythe,O,O
",",O,O
but,O,O
graunte,O,O
not,O,O
above,O,O
xxvs,O,O
Fl,O,O
.,O,O
the,O,O
li,O,O
st,O,O
.,O,O
White,O,O
hering,O,O
is,O,O
wourth,O,O
12.5li,O,O
Fl,O,O
.,O,O
in,O,O
Zeland,O,O
",",O,O
as,O,O
this,O,O
man,O,O
writeth,O,O
",",O,O
and,O,O
et,O,O
Dunkerke,O,O
it,O,O
is,O,O
at,O,O
41,O,O
crownes,O,O
soll,O,O
.,O,O
a,O,O
last,O,O
",",O,O
as,O,O
Robert,O,O
Brunell,O,O
writeth,O,O
",",O,O
so,O,O
that,O,O
therfor,O,O
it,O,O
is,O,O
not,O,O
best,O,O
medlyng,O,O
with,O,O
anny,O,O
at,O,O
thies,O,O
prices,O,O
in,O,O
my,O,O
fantasy,O,O
",",O,O
and,O,O
indede,O,O
I,O,O
write,O,O
not,O,O
nowe,O,O
for,O,O
anny,O,O
.,O,O
The,O,O
half-barrell,O,O
of,O,O
hering,O,O
that,O,O
is,O,O
hier,O,O
for,O,O
you,O,O
from,O,O
Maistres,O,O
Baynham,O,O
",",O,O
I,O,O
pray,O,O
you,O,O
send,O,O
me,O,O
wourd,O,O
whet,O,O
you,O,O
will,O,O
have,O,O
done,O,O
therwith,O,O
",",O,O
besieching,O,O
the,O,O
Lord,O,O
to,O,O
graunte,O,O
us,O,O
His,O,O
grace,O,O
necessarye,O,O
.,O,O
Consernyng,O,O
your,O,O
bill,O,O
to,O,O
Mr,O,O
.,O,O
Coope,O,O
",",O,O
and,O,O
Mr,O,O
.,O,O
Cave's,O,O
to,O,O
Mr,O,O
.,O,O
Wylkes,O,O
",",O,O
I,O,O
will,O,O
cleere,O,O
accordyngly,O,O
.,O,O
I,O,O
owe,O,O
in,O,O
thes,O,O
paymentes,O,O
60li,O,O
st,O,O
.,O,O
to,O,O
Mr,O,O
.,O,O
Coope,O,O
wherof,O,O
you,O,O
owe,O,O
me,O,O
per,O,O
your,O,O
bill,O,O
the,O,O
halffe,O,O
),O,O
wiche,O,O
Walter,O,O
Dancke,O,O
demanded,O,O
of,O,O
me,O,O
",",O,O
but,O,O
I,O,O
will,O,O
not,O,O
paye,O,O
yt,O,O
withowt,O,O
my,O,O
bill,O,O
or,O,O
a,O,O
quittance,O,O
of,O,O
Mr,O,O
.,O,O
Coop's,O,O
hande,O,O
.,O,O
He,O,O
saythe,O,O
the,O,O
byll,O,O
ys,O,O
here,O,O
in,O,O
a,O,O
chest,O,O
",",O,O
wherof,O,O
Mr,O,O
.,O,O
Coope,O,O
hathe,O,O
the,O,O
key,O,O
.,O,O
At,O,O
London,O,O
",",O,O
the,B,B
7th,I,I
day,I,I
in,I,I
June,I,I
",",I,I
1547,I,I
.,O,O
Mastar,O,O
Jonsson,O,O
",",O,O
Mr,O,O
.,O,O
Mylier,O,O
",",O,O
At,O,O
London,O,O
",",O,O
the,B,B
14th,I,I
in,I,I
August,I,I
",",I,I
1547,I,I
Otwell,O,O
Johnson,O,O
.,O,O
per,O,O
Francois,O,O
.,O,O
Mr,O,O
.,O,O
Curteys,O,O
will,O,O
pay,O,O
for,O,O
Quicke's,O,O
chargis,O,O
up,O,O
",",O,O
and,O,O
therfor,O,O
you,O,O
may,O,O
appoint,O,O
to,O,O
send,O,O
him,O,O
with,O,O
this,O,O
berar,O,O
",",O,O
at,O,O
his,O,O
next,O,O
retourne,O,O
hiether,O,O
.,O,O
The,O,O
foole,O,O
may,O,O
be,O,O
shewed,O,O
that,O,O
it,O,O
is,O,O
my,O,O
brother,O,O
Gery's,O,O
determynacion,O,O
so,O,O
to,O,O
do,O,O
",",O,O
and,O,O
he,O,O
wil,O,O
be,O,O
the,O,O
gladder,O,O
not,O,O
to,O,O
start,O,O
.,O,O
The,O,O
wul-winders,O,O
have,O,O
done,O,O
with,O,O
me,O,O
",",O,O
and,O,O
ar,O,O
gone,O,O
from,O,O
me,O,O
",",O,O
but,O,O
I,O,O
have,O,O
promis,O,O
of,O,O
thayer,O,O
helpe,O,O
agen,O,O
at,O,O
your,O,O
nede,O,O
befor,O,O
your,O,O
shipping,O,O
.,O,O
And,O,O
the,O,O
packing,O,O
of,O,O
your,O,O
Lynsey,O,O
wull,O,O
shuld,O,O
go,O,O
in,O,O
haund,O,O
",",O,O
but,O,O
for,O,O
lakke,O,O
of,O,O
clinsent,O,O
canvas,O,O
and,O,O
some,O,O
other,O,O
also,O,O
",",O,O
for,O,O
I,O,O
have,O,O
none,O,O
",",O,O
and,O,O
but,O,O
a,O,O
lytell,O,O
can,O,O
be,O,O
hadd,O,O
hier,O,O
for,O,O
monney,O,O
.,O,O
You,O,O
have,O,O
kept,O,O
the,O,O
countre,O,O
to,O,O
moche,O,O
this,O,O
last,O,O
yeir,O,O
",",O,O
or,O,O
I,O,O
have,O,O
to,O,O
manney,O,O
other,O,O
thinges,O,O
in,O,O
haund,O,O
",",O,O
for,O,O
boeth,O,O
of,O,O
us,O,O
have,O,O
forgotten,O,O
to,O,O
write,O,O
in,O,O
tyme,O,O
for,O,O
store,O,O
owte,O,O
of,O,O
Flanders,O,O
",",O,O
and,O,O
nowe,O,O
ar,O,O
dryven,O,O
to,O,O
an,O,O
extremitie,O,O
",",O,O
but,O,O
well,O,O
",",O,O
etc,O,O
.,O,O
I,O,O
have,O,O
me,O,O
comendyd,O,O
unto,O,O
youe,O,O
",",O,O
and,O,O
even,O,O
so,O,O
ye,O,O
ar,O,O
comendyd,O,O
from,O,O
my,O,O
wif,O,O
and,O,O
all,O,O
your,O,O
freindes,O,O
hier,O,O
",",O,O
prayinge,O,O
you,O,O
to,O,O
have,O,O
us,O,O
comendyd,O,O
to,O,O
Mistres,O,O
Baynam,O,O
",",O,O
my,O,O
oncle,O,O
and,O,O
awnte,O,O
",",O,O
(2a,O,O
),O,O
Mr,O,O
.,O,O
Helierd,O,O
",",O,O
and,O,O
all,O,O
our,O,O
frendes,O,O
with,O,O
you,O,O
",",O,O
ete,O,O
.,O,O
Your,O,O
lettre,O,O
of,O,O
the,B,B
28th,I,I
of,I,I
the,I,I
last,I,I
moneth,I,I
I,O,O
receyved,O,O
this,O,O
day,O,O
",",O,O
perseaving,O,O
therby,O,O
your,O,O
safe,O,O
arryvali,O,O
at,O,O
Calleis,O,O
",",O,O
etc,O,O
.,O,O
Parson,O,O
Saxby,O,O
.,O,O
Jhon,O,O
Johnson,O,O
.,O,O
For,O,O
the,O,O
crafty,O,O
childe,O,O
Nicol,O,O
Walke-a-Knave,O,O
haeth,O,O
left,O,O
owte,O,O
of,O,O
the,O,O
said,O,O
supplicacion,O,O
your,O,O
dwelling,O,O
at,O,O
Glapthorne,O,O
",",O,O
your,O,O
beyng,O,O
a,O,O
gentilman,O,O
",",O,O
marchant,O,O
",",O,O
fermer,O,O
or,O,O
howseboundeman,O,O
of,O,O
the,O,O
countre,O,O
",",O,O
and,O,O
sayeth,O,O
singly,O,O
",",O,O
one,O,O
John,O,O
Johnsone,O,O
",",O,O
of,O,O
no,O,O
place,O,O
",",O,O
facultie,O,O
",",O,O
nor,O,O
occupation,O,O
;,O,O
but,O,O
a,O,O
man,O,O
that,O,O
is,O,O
ryche,O,O
and,O,O
greatly,O,O
frended,O,O
haeth,O,O
done,O,O
and,O,O
doeth,O,O
great,O,O
wrong,O,O
aboute,O,O
the,O,O
ferme,O,O
of,O,O
the,O,O
parsonage,O,O
of,O,O
Cotterstoke,O,O
(not,O,O
ones,O,O
namyng,O,O
Glapthorne,O,O
),O,O
unto,O,O
one,O,O
A,O,O
.,O,O
B,O,O
.,O,O
C,O,O
.,O,O
(for,O,O
I,O,O
knowe,O,O
not,O,O
his,O,O
name,O,O
),O,O
nowe,O,O
parsone,O,O
of,O,O
the,O,O
same,O,O
and,O,O
successour,O,O
to,O,O
Edward,O,O
Artewyke,O,O
",",O,O
clarke,O,O
",",O,O
etc.,O,O
",",O,O
requiring,O,O
processe,O,O
against,O,O
you,O,O
in,O,O
the,O,O
Chancery,O,O
(for,O,O
that,O,O
he,O,O
is,O,O
not,O,O
able,O,O
to,O,O
contend,O,O
with,O,O
you,O,O
at,O,O
the,O,O
comen,O,O
lawe,O,O
),O,O
and,O,O
also,O,O
against,O,O
Artewyke,O,O
",",O,O
for,O,O
to,O,O
cause,O,O
him,O,O
to,O,O
appier,O,O
and,O,O
to,O,O
be,O,O
examined,O,O
",",O,O
and,O,O
sworne,O,O
uppon,O,O
certain,O,O
articles,O,O
that,O,O
he,O,O
haeth,O,O
devised,O,O
interrogatoryes,O,O
for,O,O
",",O,O
etc.,O,O
;,O,O
which,O,O
Artewyke,O,O
haeth,O,O
alredy,O,O
ben,O,O
examined,O,O
uppon,O,O
the,O,O
same,O,O
by,O,O
Mr,O,O
.,O,O
Crooke,O,O
",",O,O
and,O,O
his,O,O
examinacion,O,O
putt,O,O
in,O,O
writing,O,O
befor,O,O
that,O,O
I,O,O
hadde,O,O
knowledge,O,O
of,O,O
any,O,O
part,O,O
of,O,O
the,O,O
mater,O,O
.,O,O
(2c,O,O
),O,O
End,O,O
.,O,O
1545,B,B
.,O,O
From,O,O
Mr,O,O
.,O,O
Cave,O,O
at,O,O
Tickford,O,O
",",O,O
23,B,B
in,I,I
Marche,I,I
",",I,I
anno,I,I
1545,I,I
.,O,O
Aunswerd,O,O
from,O,O
London,O,O
",",O,O
25,B,B
in,I,I
Marche,I,I
",",I,I
anno,I,I
1545,I,I
",",O,O
etc,O,O
And,O,O
nowe,O,O
by,O,O
th'inclosed,O,O
for,O,O
my,O,O
brother,O,O
Richard,O,O
from,O,O
Robert,O,O
Androwe,O,O
",",O,O
you,O,O
may,O,O
perceave,O,O
howe,O,O
grevouslye,O,O
he,O,O
taketh,O,O
the,O,O
overcharging,O,O
of,O,O
him,O,O
nowe,O,O
agenst,O,O
his,O,O
coming,O,O
awaye,O,O
",",O,O
for,O,O
remedy,O,O
wherof,O,O
I,O,O
have,O,O
certefyed,O,O
you,O,O
befor,O,O
what,O,O
ordre,O,O
I,O,O
nave,O,O
taken,O,O
",",O,O
not,O,O
doubting,O,O
also,O,O
but,O,O
befor,O,O
this,O,O
day,O,O
Jehan,O,O
de,O,O
Lobell,O,O
or,O,O
compaignye,O,O
haeth,O,O
apointed,O,O
him,O,O
the,O,O
receyte,O,O
of,O,O
2001i,O,O
Fl,O,O
.,O,O
at,O,O
Andwarpe,O,O
",",O,O
as,O,O
one,O,O
of,O,O
them,O,O
named,O,O
Hugues,O,O
de,O,O
Lobell,O,O
doeth,O,O
certefye,O,O
me,O,O
by,O,O
his,O,O
lettre,O,O
of,O,O
llth,B,B
of,I,I
this,I,I
monneth,I,I
(which,O,O
I,O,O
receyved,O,O
nowe,O,O
inclosed,O,O
in,O,O
Robert,O,O
Androwe's,O,O
aforemencioned,O,O
to,O,O
my,O,O
brother,O,O
Richerd),O,O
",",O,O
that,O,O
he,O,O
hadd,O,O
assigned,O,O
les,O,O
Mahieus,O,O
de,O,O
Lylle,O,O
to,O,O
pay,O,O
the,O,O
same,O,O
200li,O,O
to,O,O
him,O,O
",",O,O
even,O,O
than,O,O
in,O,O
Andwarpe,O,O
",",O,O
which,O,O
I,O,O
trust,O,O
cometh,O,O
him,O,O
well,O,O
to,O,O
passe,O,O
.,O,O
But,O,O
yett,O,O
Robert,O,O
writeth,O,O
nothing,O,O
of,O,O
the,O,O
receyt,O,O
therof,O,O
",",O,O
howebeit,O,O
indede,O,O
I,O,O
have,O,O
hadd,O,O
no,O,O
lettre,O,O
from,O,O
him,O,O
later,O,O
than,O,O
that,O,O
wherof,O,O
I,O,O
sent,O,O
you,O,O
the,O,O
copye,O,O
by,O,O
Raeff,O,O
the,O,O
last,O,O
day,O,O
",",O,O
nor,O,O
himself,O,O
is,O,O
not,O,O
yett,O,O
come,O,O
over,O,O
that,O,O
I,O,O
can,O,O
lerne,O,O
;,O,O
and,O,O
thus,O,O
hierof,O,O
I,O,O
can,O,O
write,O,O
you,O,O
no,O,O
more,O,O
at,O,O
this,O,O
tyme,O,O
.,O,O
27a,O,O
.,O,O
SIR,O,O
JOHN,O,O
COOPE,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Thus,O,O
Sir,O,O
",",O,O
I,O,O
am,O,O
ever,O,O
bold,O,O
of,O,O
you,O,O
",",O,O
desyringe,O,O
you,O,O
lykwyse,O,O
to,O,O
be,O,O
of,O,O
me,O,O
in,O,O
annythinge,O,O
I,O,O
maye,O,O
doo,O,O
you,O,O
pleaser,O,O
inne,O,O
",",O,O
wherunto,O,O
you,O,O
shall,O,O
fynd,O,O
me,O,O
as,O,O
redie,O,O
to,O,O
my,O,O
power,O,O
",",O,O
by,O,O
the,O,O
grace,O,O
of,O,O
God,O,O
",",O,O
Who,O,O
send,O,O
you,O,O
youre,O,O
jentill,O,O
harte's,O,O
desyre,O,O
.,O,O
841,O,O
.,O,O
MICHEL,O,O
MULIER,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
By,O,O
your,O,O
assured,O,O
frend,O,O
",",O,O
The,O,O
howshold,O,O
here,O,O
be,O,O
all,O,O
mery,O,O
nowe,O,O
",",O,O
thankes,O,O
be,O,O
to,O,O
God,O,O
",",O,O
but,O,O
Mr,O,O
.,O,O
Flecton,O,O
hathe,O,O
bene,O,O
sycke,O,O
sins,O,O
Monday,O,O
",",O,O
and,O,O
is,O,O
nowe,O,O
revyved,O,O
.,O,O
Thus,O,O
byddyng,O,O
youe,O,O
moost,O,O
hartely,O,O
well,O,O
to,O,O
fare,O,O
.,O,O
From,O,O
the,O,O
Sussex,O,O
men,O,O
I,O,O
have,O,O
receyved,O,O
aboute,O,O
xvij,O,O
dossen,O,O
di,O,O
.,O,O
of,O,O
sommer,O,O
felles,O,O
",",O,O
and,O,O
xxvj,O,O
dossen,O,O
of,O,O
winters,O,O
",",O,O
and,O,O
moo,O,O
I,O,O
looke,O,O
not,O,O
