free_annotations._id	free_annotations.annotations.NER	free_annotations.span	letters._id
f.SB_J_753.130_130	NATION	130/130	SB_J_753
f.SB_J_753.154_154	NATION	154/154	SB_J_753
f.SB_J_753.160_160	LOCATION	160/160	SB_J_753
f.SB_J_753.230_230	LOCATION	230/230	SB_J_753
f.SB_J_753.232_233	NAME	232/233	SB_J_753
f.SB_J_753.311_311	LOCATION	311/311	SB_J_753
f.SB_J_753.317_318	TIME	317/318	SB_J_753
f.SB_J_753.328_329	GOD	328/329	SB_J_753
f.SB_J_753.348_349	NAME	348/349	SB_J_753
f.SB_J_826.1_2	NAME	1/2	SB_J_826
f.SB_J_826.4_5	NAME	4/5	SB_J_826
f.SB_J_826.16_17	NAME	16/17	SB_J_826
f.SB_J_826.76_76	LOCATION	76/76	SB_J_826
f.SB_J_826.86_86	LOCATION	86/86	SB_J_826
f.SB_J_826.89_89	LOCATION	89/89	SB_J_826
f.SB_J_826.136_138	GOD	136/138	SB_J_826
f.SB_J_826.150_150	LOCATION	150/150	SB_J_826
f.SB_J_826.151_157	DATE	151/157	SB_J_826
f.SB_J_826.162_163	NAME	162/163	SB_J_826
f.SB_J_826.169_170	NAME	169/170	SB_J_826
f.SB_J_826.176_176	LOCATION	176/176	SB_J_826
f.SB_J_826.181_181	DATE	181/181	SB_J_826
f.SB_J_826.183_184	NAME	183/184	SB_J_826
f.SB_J_826.186_186	LOCATION	186/186	SB_J_826
f.SB_J_826.187_189	DATE	187/189	SB_J_826
f.SB_J_826.192_192	LOCATION	192/192	SB_J_826
f.SB_J_826.193_194	DATE	193/194	SB_J_826
f.SB_J_728.1_2	NAME	1/2	SB_J_728
f.SB_J_728.4_5	NAME	4/5	SB_J_728
f.SB_J_728.8_8	LOCATION	8/8	SB_J_728
f.SB_J_728.9_14	DATE	9/14	SB_J_728
f.SB_J_728.26_26	TIME	26/26	SB_J_728
f.SB_J_728.31_31	LOCATION	31/31	SB_J_728
f.SB_J_728.32_32	NAME	32/32	SB_J_728
f.SB_J_728.34_34	NAME	34/34	SB_J_728
f.SB_J_728.79_80	NAME	79/80	SB_J_728
f.SB_J_728.107_108	NAME	107/108	SB_J_728
f.SB_J_728.109_109	PRICE	109/109	SB_J_728
f.SB_J_728.129_129	PRICE	129/129	SB_J_728
f.SB_J_728.135_138	TIME	135/138	SB_J_728
f.SB_J_728.181_182	NAME	181/182	SB_J_728
f.SB_J_728.201_202	NAME	201/202	SB_J_728
f.SB_J_728.205_205	LOCATION	205/205	SB_J_728
f.SB_J_728.215_216	NAME	215/216	SB_J_728
f.SB_J_728.247_247	GOD	247/247	SB_J_728
f.SB_J_728.258_259	NAME	258/259	SB_J_728
f.SB_J_728.265_267	NAME	265/267	SB_J_728
f.SB_J_728.273_273	LOCATION	273/273	SB_J_728
f.SB_J_728.278_278	LOCATION	278/278	SB_J_728
f.SB_J_728.284_284	DATE	284/284	SB_J_728
f.SB_J_728.286_287	NAME	286/287	SB_J_728
f.SB_J_728.289_289	LOCATION	289/289	SB_J_728
f.SB_J_728.290_292	DATE	290/292	SB_J_728
f.SB_J_728.295_295	LOCATION	295/295	SB_J_728
f.SB_J_728.296_300	DATE	296/300	SB_J_728
f.SB_J_674.1_2	NAME	1/2	SB_J_674
f.SB_J_674.4_5	NAME	4/5	SB_J_674
f.SB_J_674.8_8	LOCATION	8/8	SB_J_674
f.SB_J_674.9_14	DATE	9/14	SB_J_674
f.SB_J_674.81_83	PRICE	81/83	SB_J_674
f.SB_J_674.91_92	PRICE	91/92	SB_J_674
f.SB_J_674.74_74	PRICE	74/74	SB_J_674
f.SB_J_674.177_180	PRICE	177/180	SB_J_674
f.SB_J_674.182_183	NAME	182/183	SB_J_674
f.SB_J_674.206_206	TIME	206/206	SB_J_674
f.SB_J_674.215_215	PRICE	215/215	SB_J_674
f.SB_J_674.218_219	PRICE	218/219	SB_J_674
f.SB_J_674.233_235	PRICE	233/235	SB_J_674
f.SB_J_674.259_259	LOCATION	259/259	SB_J_674
f.SB_J_674.263_264	NAME	263/264	SB_J_674
f.SB_J_674.300_302	NAME	300/302	SB_J_674
f.SB_J_674.329_330	NAME	329/330	SB_J_674
f.SB_J_674.345_345	NAME	345/345	SB_J_674
f.SB_J_674.359_359	NATION	359/359	SB_J_674
f.SB_J_674.364_364	NAME	364/364	SB_J_674
f.SB_J_674.375_375	PRICE	375/375	SB_J_674
f.SB_J_674.379_379	NAME	379/379	SB_J_674
f.SB_J_674.390_390	NAME	390/390	SB_J_674
f.SB_J_674.400_400	PRICE	400/400	SB_J_674
f.SB_J_674.424_424	NAME	424/424	SB_J_674
f.SB_J_674.426_427	NAME	426/427	SB_J_674
f.SB_J_674.447_447	TIME	447/447	SB_J_674
f.SB_J_674.450_451	NAME	450/451	SB_J_674
f.SB_J_674.466_467	NAME	466/467	SB_J_674
f.SB_J_674.468_470	NAME	468/470	SB_J_674
f.SB_J_674.485_485	PRICE	485/485	SB_J_674
f.SB_J_674.504_506	NAME	504/506	SB_J_674
f.SB_J_674.520_520	TIME	520/520	SB_J_674
f.SB_J_674.524_526	NAME	524/526	SB_J_674
f.SB_J_674.550_552	NAME	550/552	SB_J_674
f.SB_J_674.582_583	TIME	582/583	SB_J_674
f.SB_J_674.603_605	NAME	603/605	SB_J_674
f.SB_J_674.618_619	GOD	618/619	SB_J_674
f.SB_J_674.629_630	NAME	629/630	SB_J_674
f.SB_J_674.637_638	NAME	637/638	SB_J_674
f.SB_J_674.644_644	LOCATION	644/644	SB_J_674
f.SB_J_674.647_648	NAME	647/648	SB_J_674
f.SB_J_674.650_650	LOCATION	650/650	SB_J_674
f.SB_J_674.651_653	DATE	651/653	SB_J_674
f.SB_J_674.656_656	LOCATION	656/656	SB_J_674
f.SB_J_674.657_660	DATE	657/660	SB_J_674
f.SB_J_674.662_665	DATE	662/665	SB_J_674
f.SB_J_841.1_2	NAME	1/2	SB_J_841
f.SB_J_841.4_5	NAME	4/5	SB_J_841
f.SB_J_841.8_8	GOD	8/8	SB_J_841
f.SB_J_841.10_10	LOCATION	10/10	SB_J_841
f.SB_J_841.12_15	DATE	12/15	SB_J_841
f.SB_J_841.93_97	TIME	93/97	SB_J_841
f.SB_J_841.114_114	PRICE	114/114	SB_J_841
f.SB_J_841.138_138	LOCATION	138/138	SB_J_841
f.SB_J_841.142_142	LOCATION	142/142	SB_J_841
f.SB_J_841.155_155	LOCATION	155/155	SB_J_841
f.SB_J_841.150_150	LOCATION	150/150	SB_J_841
f.SB_J_841.178_178	LOCATION	178/178	SB_J_841
f.SB_J_841.181_181	LOCATION	181/181	SB_J_841
f.SB_J_841.228_228	PRICE	228/228	SB_J_841
f.SB_J_841.235_235	PRICE	235/235	SB_J_841
f.SB_J_841.272_274	TIME	272/274	SB_J_841
f.SB_J_841.298_298	GOD	298/298	SB_J_841
f.SB_J_841.306_307	NAME	306/307	SB_J_841
f.SB_J_841.322_323	NAME	322/323	SB_J_841
f.SB_J_841.331_333	NAME	331/333	SB_J_841
f.SB_J_841.337_340	LOCATION	337/340	SB_J_841
f.SB_J_841.342_342	LOCATION	342/342	SB_J_841
f.SB_J_841.346_346	DATE	346/346	SB_J_841
f.SB_J_841.348_349	NAME	348/349	SB_J_841
f.SB_J_841.351_351	LOCATION	351/351	SB_J_841
f.SB_J_841.352_354	DATE	352/354	SB_J_841
f.SB_J_841.357_357	LOCATION	357/357	SB_J_841
f.SB_J_841.358_360	DATE	358/360	SB_J_841
f.SB_J_841.362_366	DATE	362/366	SB_J_841
f.SB_J_693.1_2	NAME	1/2	SB_J_693
f.SB_J_693.4_5	NAME	4/5	SB_J_693
f.SB_J_693.8_8	GOD	8/8	SB_J_693
f.SB_J_693.10_15	DATE	10/15	SB_J_693
f.SB_J_693.17_17	LOCATION	17/17	SB_J_693
f.SB_J_693.23_27	DATE	23/27	SB_J_693
f.SB_J_693.43_43	GOD	43/43	SB_J_693
f.SB_J_693.91_92	LOCATION	91/92	SB_J_693
f.SB_J_693.94_94	TIME	94/94	SB_J_693
f.SB_J_693.99_100	TIME	99/100	SB_J_693
f.SB_J_693.105_106	TIME	105/106	SB_J_693
f.SB_J_693.111_111	LOCATION	111/111	SB_J_693
f.SB_J_693.139_139	PRICE	139/139	SB_J_693
f.SB_J_693.143_144	TIME	143/144	SB_J_693
f.SB_J_693.145_147	NAME	145/147	SB_J_693
f.SB_J_693.151_151	LOCATION	151/151	SB_J_693
f.SB_J_693.157_157	PRICE	157/157	SB_J_693
f.SB_J_693.188_188	TIME	188/188	SB_J_693
f.SB_J_693.190_192	NAME	190/192	SB_J_693
f.SB_J_693.199_199	PRICE	199/199	SB_J_693
f.SB_J_693.261_261	LOCATION	261/261	SB_J_693
f.SB_J_693.266_268	NAME	266/268	SB_J_693
f.SB_J_693.270_270	LOCATION	270/270	SB_J_693
f.SB_J_693.281_282	NAME	281/282	SB_J_693
f.SB_J_693.283_284	NAME	283/284	SB_J_693
f.SB_J_693.285_286	NAME	285/286	SB_J_693
f.SB_J_693.287_288	NAME	287/288	SB_J_693
f.SB_J_693.315_317	GOD	315/317	SB_J_693
f.SB_J_693.368_369	NAME	368/369	SB_J_693
f.SB_J_693.379_380	NAME	379/380	SB_J_693
f.SB_J_693.386_386	LOCATION	386/386	SB_J_693
f.SB_J_693.391_391	LOCATION	391/391	SB_J_693
f.SB_J_693.393_393	LOCATION	393/393	SB_J_693
f.SB_J_693.395_395	DATE	395/395	SB_J_693
f.SB_J_693.397_398	NAME	397/398	SB_J_693
f.SB_J_693.400_400	LOCATION	400/400	SB_J_693
f.SB_J_693.401_403	DATE	401/403	SB_J_693
f.SB_J_871.1_2	NAME	1/2	SB_J_871
f.SB_J_871.4_5	NAME	4/5	SB_J_871
f.SB_J_871.7_11	DATE	7/11	SB_J_871
f.SB_J_871.13_13	LOCATION	13/13	SB_J_871
f.SB_J_871.42_42	LOCATION	42/42	SB_J_871
f.SB_J_871.48_49	DATE	48/49	SB_J_871
f.SB_J_871.57_58	DATE	57/58	SB_J_871
f.SB_J_871.68_68	LOCATION	68/68	SB_J_871
f.SB_J_871.70_70	NAME	70/70	SB_J_871
f.SB_J_871.145_146	DATE	145/146	SB_J_871
f.SB_J_871.164_164	NAME	164/164	SB_J_871
f.SB_J_871.184_184	PRICE	184/184	SB_J_871
f.SB_J_871.186_187	PRICE	186/187	SB_J_871
f.SB_J_871.191_194	DATE	191/194	SB_J_871
f.SB_J_871.209_209	LOCATION	209/209	SB_J_871
f.SB_J_871.235_235	TIME	235/235	SB_J_871
f.SB_J_871.241_243	NAME	241/243	SB_J_871
f.SB_J_871.355_355	LOCATION	355/355	SB_J_871
f.SB_J_871.356_356	TIME	356/356	SB_J_871
f.SB_J_871.388_388	NATION	388/388	SB_J_871
f.SB_J_871.394_395	NAME	394/395	SB_J_871
f.SB_J_871.398_398	DATE	398/398	SB_J_871
f.SB_J_871.400_401	NAME	400/401	SB_J_871
f.SB_J_871.403_403	LOCATION	403/403	SB_J_871
f.SB_J_871.404_405	DATE	404/405	SB_J_871
f.SB_J_871.408_408	LOCATION	408/408	SB_J_871
f.SB_J_871.409_411	DATE	409/411	SB_J_871
f.SB_J_679.1_2	NAME	1/2	SB_J_679
f.SB_J_679.4_5	NAME	4/5	SB_J_679
f.SB_J_679.8_8	LOCATION	8/8	SB_J_679
f.SB_J_679.9_13	DATE	9/13	SB_J_679
f.SB_J_679.24_24	NAME	24/24	SB_J_679
f.SB_J_679.45_49	DATE	45/49	SB_J_679
f.SB_J_679.58_58	TIME	58/58	SB_J_679
f.SB_J_679.84_90	TIME	84/90	SB_J_679
f.SB_J_679.181_182	TIME	181/182	SB_J_679
f.SB_J_679.213_213	TIME	213/213	SB_J_679
f.SB_J_679.222_223	NAME	222/223	SB_J_679
f.SB_J_679.230_230	PRICE	230/230	SB_J_679
f.SB_J_679.231_231	TIME	231/231	SB_J_679
f.SB_J_679.245_247	NAME	245/247	SB_J_679
f.SB_J_679.249_249	DATE	249/249	SB_J_679
f.SB_J_679.279_279	TIME	279/279	SB_J_679
f.SB_J_679.311_313	NAME	311/313	SB_J_679
f.SB_J_679.317_317	NAME	317/317	SB_J_679
f.SB_J_679.319_321	NAME	319/321	SB_J_679
f.SB_J_679.330_332	NAME	330/332	SB_J_679
f.SB_J_679.338_338	PRICE	338/338	SB_J_679
f.SB_J_679.339_339	TIME	339/339	SB_J_679
f.SB_J_679.362_363	NAME	362/363	SB_J_679
f.SB_J_679.365_365	NAME	365/365	SB_J_679
f.SB_J_679.400_400	NAME	400/400	SB_J_679
f.SB_J_679.424_424	NAME	424/424	SB_J_679
f.SB_J_679.428_428	LOCATION	428/428	SB_J_679
f.SB_J_679.430_431	TIME	430/431	SB_J_679
f.SB_J_679.469_469	TIME	469/469	SB_J_679
f.SB_J_679.481_481	LOCATION	481/481	SB_J_679
f.SB_J_679.484_484	LOCATION	484/484	SB_J_679
f.SB_J_679.504_505	NAME	504/505	SB_J_679
f.SB_J_679.507_508	NAME	507/508	SB_J_679
f.SB_J_679.517_517	PRICE	517/517	SB_J_679
f.SB_J_679.525_525	DATE	525/525	SB_J_679
f.SB_J_679.553_554	NAME	553/554	SB_J_679
f.SB_J_679.560_560	LOCATION	560/560	SB_J_679
f.SB_J_679.562_562	DATE	562/562	SB_J_679
f.SB_J_679.564_565	NAME	564/565	SB_J_679
f.SB_J_679.567_567	LOCATION	567/567	SB_J_679
f.SB_J_679.568_570	DATE	568/570	SB_J_679
f.SB_J_679.573_573	LOCATION	573/573	SB_J_679
f.SB_J_679.574_575	DATE	574/575	SB_J_679
f.SB_J_679.577_580	DATE	577/580	SB_J_679
f.SB_J_679.460_461	TIME	460/461	SB_J_679
f.SB_J_690.1_2	NAME	1/2	SB_J_690
f.SB_J_690.4_5	NAME	4/5	SB_J_690
f.SB_J_690.8_8	LOCATION	8/8	SB_J_690
f.SB_J_690.9_13	DATE	9/13	SB_J_690
f.SB_J_690.27_28	TIME	27/28	SB_J_690
f.SB_J_690.38_39	NAME	38/39	SB_J_690
f.SB_J_690.44_46	PRICE	44/46	SB_J_690
f.SB_J_690.51_54	TIME	51/54	SB_J_690
f.SB_J_690.68_69	NAME	68/69	SB_J_690
f.SB_J_690.101_101	NAME	101/101	SB_J_690
f.SB_J_690.123_123	PRICE	123/123	SB_J_690
f.SB_J_690.138_139	NAME	138/139	SB_J_690
f.SB_J_690.144_144	LOCATION	144/144	SB_J_690
f.SB_J_690.149_155	TIME	149/155	SB_J_690
f.SB_J_690.175_176	NAME	175/176	SB_J_690
f.SB_J_690.181_181	PRICE	181/181	SB_J_690
f.SB_J_690.189_191	NAME	189/191	SB_J_690
f.SB_J_690.216_217	NAME	216/217	SB_J_690
f.SB_J_690.221_221	PRICE	221/221	SB_J_690
f.SB_J_690.223_224	TIME	223/224	SB_J_690
f.SB_J_690.239_239	PRICE	239/239	SB_J_690
f.SB_J_690.243_243	DATE	243/243	SB_J_690
f.SB_J_690.242_242	TIME	242/242	SB_J_690
f.SB_J_690.245_246	PRICE	245/246	SB_J_690
f.SB_J_690.256_256	TIME	256/256	SB_J_690
f.SB_J_690.298_298	GOD	298/298	SB_J_690
f.SB_J_690.307_307	NAME	307/307	SB_J_690
f.SB_J_690.315_315	LOCATION	315/315	SB_J_690
f.SB_J_690.331_331	NAME	331/331	SB_J_690
f.SB_J_690.347_349	NAME	347/349	SB_J_690
f.SB_J_690.368_370	PRICE	368/370	SB_J_690
f.SB_J_690.388_389	NAME	388/389	SB_J_690
f.SB_J_690.391_391	NAME	391/391	SB_J_690
f.SB_J_690.406_407	NAME	406/407	SB_J_690
f.SB_J_690.403_404	TIME	403/404	SB_J_690
f.SB_J_690.409_409	LOCATION	409/409	SB_J_690
f.SB_J_690.425_427	TIME	425/427	SB_J_690
f.SB_J_690.434_435	NAME	434/435	SB_J_690
f.SB_J_690.441_441	LOCATION	441/441	SB_J_690
f.SB_J_690.443_443	LOCATION	443/443	SB_J_690
f.SB_J_690.446_447	NAME	446/447	SB_J_690
f.SB_J_690.448_451	DATE	448/451	SB_J_690
f.SB_J_690.454_454	LOCATION	454/454	SB_J_690
f.SB_J_690.455_458	DATE	455/458	SB_J_690
f.SB_J_889.1_2	NAME	1/2	SB_J_889
f.SB_J_889.4_5	NAME	4/5	SB_J_889
f.SB_J_889.9_9	LOCATION	9/9	SB_J_889
f.SB_J_889.10_15	DATE	10/15	SB_J_889
f.SB_J_889.50_51	NAME	50/51	SB_J_889
f.SB_J_889.57_57	LOCATION	57/57	SB_J_889
f.SB_J_889.93_94	GOD	93/94	SB_J_889
f.SB_J_889.103_104	NAME	103/104	SB_J_889
f.SB_J_889.113_114	TIME	113/114	SB_J_889
f.SB_J_889.116_116	TIME	116/116	SB_J_889
f.SB_J_889.124_124	LOCATION	124/124	SB_J_889
f.SB_J_889.140_140	PRICE	140/140	SB_J_889
f.SB_J_889.155_157	NAME	155/157	SB_J_889
f.SB_J_889.163_163	LOCATION	163/163	SB_J_889
f.SB_J_889.169_171	LOCATION	169/171	SB_J_889
f.SB_J_889.173_173	LOCATION	173/173	SB_J_889
f.SB_J_889.175_175	DATE	175/175	SB_J_889
f.SB_J_889.177_178	NAME	177/178	SB_J_889
f.SB_J_889.179_180	DATE	179/180	SB_J_889
f.SB_J_889.183_186	DATE	183/186	SB_J_889
f.SB_J_863.1_3	NAME	1/3	SB_J_863
f.SB_J_863.5_6	NAME	5/6	SB_J_863
f.SB_J_863.10_10	LOCATION	10/10	SB_J_863
f.SB_J_863.11_15	DATE	11/15	SB_J_863
f.SB_J_863.43_44	NAME	43/44	SB_J_863
f.SB_J_863.46_47	NAME	46/47	SB_J_863
f.SB_J_863.58_59	NAME	58/59	SB_J_863
f.SB_J_863.111_112	NAME	111/112	SB_J_863
f.SB_J_863.122_124	NAME	122/124	SB_J_863
f.SB_J_863.129_129	LOCATION	129/129	SB_J_863
f.SB_J_863.184_184	LOCATION	184/184	SB_J_863
f.SB_J_863.249_249	GOD	249/249	SB_J_863
f.SB_J_863.292_293	TIME	292/293	SB_J_863
f.SB_J_863.309_311	NAME	309/311	SB_J_863
f.SB_J_863.314_315	NAME	314/315	SB_J_863
f.SB_J_863.317_318	NAME	317/318	SB_J_863
f.SB_J_863.322_322	LOCATION	322/322	SB_J_863
f.SB_J_863.326_326	DATE	326/326	SB_J_863
f.SB_J_863.328_330	NAME	328/330	SB_J_863
f.SB_J_863.332_332	LOCATION	332/332	SB_J_863
f.SB_J_863.333_334	DATE	333/334	SB_J_863
f.SB_J_863.337_337	LOCATION	337/337	SB_J_863
f.SB_J_928.1_2	NAME	1/2	SB_J_928
f.SB_J_928.4_5	NAME	4/5	SB_J_928
f.SB_J_928.8_8	GOD	8/8	SB_J_928
f.SB_J_928.9_9	LOCATION	9/9	SB_J_928
f.SB_J_928.10_15	DATE	10/15	SB_J_928
f.SB_J_928.35_35	TIME	35/35	SB_J_928
f.SB_J_928.43_46	DATE	43/46	SB_J_928
f.SB_J_928.51_55	DATE	51/55	SB_J_928
f.SB_J_928.84_85	NAME	84/85	SB_J_928
f.SB_J_928.97_99	NAME	97/99	SB_J_928
f.SB_J_928.137_137	NAME	137/137	SB_J_928
f.SB_J_928.160_160	LOCATION	160/160	SB_J_928
f.SB_J_928.162_162	TIME	162/162	SB_J_928
f.SB_J_928.183_184	NAME	183/184	SB_J_928
f.SB_J_928.195_196	TIME	195/196	SB_J_928
f.SB_J_928.218_218	LOCATION	218/218	SB_J_928
f.SB_J_928.237_239	NAME	237/239	SB_J_928
f.SB_J_928.249_252	DATE	249/252	SB_J_928
f.SB_J_928.257_259	NAME	257/259	SB_J_928
f.SB_J_928.265_268	DATE	265/268	SB_J_928
f.SB_J_928.274_275	PRICE	274/275	SB_J_928
f.SB_J_928.285_287	DATE	285/287	SB_J_928
f.SB_J_928.332_332	LOCATION	332/332	SB_J_928
f.SB_J_928.364_364	MARKET	364/364	SB_J_928
f.SB_J_928.368_368	GOD	368/368	SB_J_928
f.SB_J_928.292_293	DATE	292/293	SB_J_928
f.SB_J_928.42_42	LOCATION	42/42	SB_J_928
f.SB_J_928.50_50	LOCATION	50/50	SB_J_928
f.SB_J_928.375_375	LOCATION	375/375	SB_J_928
f.SB_J_928.382_382	LOCATION	382/382	SB_J_928
f.SB_J_928.391_391	NATION	391/391	SB_J_928
f.SB_J_928.401_401	LOCATION	401/401	SB_J_928
f.SB_J_928.406_406	NAME	406/406	SB_J_928
f.SB_J_928.435_436	NAME	435/436	SB_J_928
f.SB_J_928.497_497	NAME	497/497	SB_J_928
f.SB_J_928.502_502	GOD	502/502	SB_J_928
f.SB_J_928.524_524	LOCATION	524/524	SB_J_928
f.SB_J_928.595_596	NAME	595/596	SB_J_928
f.SB_J_928.666_667	MARKET	666/667	SB_J_928
f.SB_J_928.735_735	LOCATION	735/735	SB_J_928
f.SB_J_928.746_746	LOCATION	746/746	SB_J_928
f.SB_J_928.792_792	LOCATION	792/792	SB_J_928
f.SB_J_928.798_798	LOCATION	798/798	SB_J_928
f.SB_J_928.808_808	LOCATION	808/808	SB_J_928
f.SB_J_928.849_850	PRICE	849/850	SB_J_928
f.SB_J_928.854_855	NAME	854/855	SB_J_928
f.SB_J_928.859_860	NAME	859/860	SB_J_928
f.SB_J_928.864_865	NAME	864/865	SB_J_928
f.SB_J_928.876_878	TIME	876/878	SB_J_928
f.SB_J_928.919_919	LOCATION	919/919	SB_J_928
f.SB_J_928.986_986	GOD	986/986	SB_J_928
f.SB_J_928.995_996	NAME	995/996	SB_J_928
f.SB_J_928.1036_1036	NAME	1036/1036	SB_J_928
f.SB_J_928.1042_1043	PRICE	1042/1043	SB_J_928
f.SB_J_928.1105_1105	NATION	1105/1105	SB_J_928
f.SB_J_928.1109_1109	NATION	1109/1109	SB_J_928
f.SB_J_928.1178_1179	DATE	1178/1179	SB_J_928
f.SB_J_928.1269_1272	PRICE	1269/1272	SB_J_928
f.SB_J_928.1300_1300	LOCATION	1300/1300	SB_J_928
f.SB_J_928.1319_1320	MARKET	1319/1320	SB_J_928
f.SB_J_928.1330_1331	NAME	1330/1331	SB_J_928
f.SB_J_928.1336_1338	LOCATION	1336/1338	SB_J_928
f.SB_J_928.1340_1340	LOCATION	1340/1340	SB_J_928
f.SB_J_928.1345_1345	DATE	1345/1345	SB_J_928
f.SB_J_928.1347_1348	NAME	1347/1348	SB_J_928
f.SB_J_928.1350_1350	LOCATION	1350/1350	SB_J_928
f.SB_J_928.1351_1353	DATE	1351/1353	SB_J_928
f.SB_J_928.1356_1356	LOCATION	1356/1356	SB_J_928
f.SB_J_928.1357_1358	DATE	1357/1358	SB_J_928
f.SB_J_928.1360_1361	DATE	1360/1361	SB_J_928
f.SB_J_930.1_2	NAME	1/2	SB_J_930
f.SB_J_930.4_5	NAME	4/5	SB_J_930
f.SB_J_930.9_9	LOCATION	9/9	SB_J_930
f.SB_J_930.10_15	DATE	10/15	SB_J_930
f.SB_J_930.26_29	DATE	26/29	SB_J_930
f.SB_J_930.40_40	LOCATION	40/40	SB_J_930
f.SB_J_930.70_71	NAME	70/71	SB_J_930
f.SB_J_930.73_74	NAME	73/74	SB_J_930
f.SB_J_930.75_75	PRICE	75/75	SB_J_930
f.SB_J_930.92_93	NAME	92/93	SB_J_930
f.SB_J_930.97_98	NAME	97/98	SB_J_930
f.SB_J_930.104_104	PRICE	104/104	SB_J_930
f.SB_J_930.112_112	PRICE	112/112	SB_J_930
f.SB_J_930.123_124	NAME	123/124	SB_J_930
f.SB_J_930.131_132	NAME	131/132	SB_J_930
f.SB_J_930.143_143	PRICE	143/143	SB_J_930
f.SB_J_930.151_151	GOD	151/151	SB_J_930
f.SB_J_930.164_165	NAME	164/165	SB_J_930
f.SB_J_930.188_190	NAME	188/190	SB_J_930
f.SB_J_930.196_196	LOCATION	196/196	SB_J_930
f.SB_J_930.202_204	LOCATION	202/204	SB_J_930
f.SB_J_930.206_206	LOCATION	206/206	SB_J_930
f.SB_J_930.208_208	DATE	208/208	SB_J_930
f.SB_J_930.210_211	NAME	210/211	SB_J_930
f.SB_J_930.213_213	LOCATION	213/213	SB_J_930
f.SB_J_930.214_215	DATE	214/215	SB_J_930
f.SB_J_930.218_218	LOCATION	218/218	SB_J_930
f.SB_J_930.219_220	DATE	219/220	SB_J_930
f.SB_J_930.222_223	DATE	222/223	SB_J_930
f.SB_J_917.1_2	NAME	1/2	SB_J_917
f.SB_J_917.4_5	NAME	4/5	SB_J_917
f.SB_J_917.8_9	NAME	8/9	SB_J_917
f.SB_J_917.11_11	LOCATION	11/11	SB_J_917
f.SB_J_917.13_13	GOD	13/13	SB_J_917
f.SB_J_917.15_15	DATE	15/15	SB_J_917
f.SB_J_917.16_20	DATE	16/20	SB_J_917
f.SB_J_917.22_22	LOCATION	22/22	SB_J_917
f.SB_J_917.49_50	NAME	49/50	SB_J_917
f.SB_J_917.64_65	DATE	64/65	SB_J_917
f.SB_J_917.152_153	TIME	152/153	SB_J_917
f.SB_J_917.182_182	PRICE	182/182	SB_J_917
f.SB_J_917.209_209	DATE	209/209	SB_J_917
f.SB_J_917.228_228	GOD	228/228	SB_J_917
f.SB_J_917.238_239	NAME	238/239	SB_J_917
f.SB_J_810.1_2	NAME	1/2	SB_J_810
f.SB_J_810.4_5	NAME	4/5	SB_J_810
f.SB_J_810.13_14	NAME	13/14	SB_J_810
f.SB_J_810.16_16	LOCATION	16/16	SB_J_810
f.SB_J_810.18_19	NAME	18/19	SB_J_810
f.SB_J_810.21_26	DATE	21/26	SB_J_810
f.SB_J_810.28_28	LOCATION	28/28	SB_J_810
f.SB_J_810.30_31	NAME	30/31	SB_J_810
f.SB_J_810.39_40	NAME	39/40	SB_J_810
f.SB_J_810.46_46	LOCATION	46/46	SB_J_810
f.SB_J_810.53_57	DATE	53/57	SB_J_810
f.SB_J_810.70_70	LOCATION	70/70	SB_J_810
f.SB_J_810.72_72	LOCATION	72/72	SB_J_810
f.SB_J_810.95_96	NAME	95/96	SB_J_810
f.SB_J_810.165_166	NAME	165/166	SB_J_810
f.SB_J_810.189_190	NAME	189/190	SB_J_810
f.SB_J_810.223_224	TIME	223/224	SB_J_810
f.SB_J_810.264_267	PRICE	264/267	SB_J_810
f.SB_J_810.334_335	GOD	334/335	SB_J_810
f.SB_J_810.343_344	NAME	343/344	SB_J_810
f.SB_J_812.1_2	NAME	1/2	SB_J_812
f.SB_J_812.4_5	NAME	4/5	SB_J_812
f.SB_J_812.14_15	NAME	14/15	SB_J_812
f.SB_J_812.17_17	LOCATION	17/17	SB_J_812
f.SB_J_812.22_27	DATE	22/27	SB_J_812
f.SB_J_812.29_29	LOCATION	29/29	SB_J_812
f.SB_J_812.52_55	DATE	52/55	SB_J_812
f.SB_J_812.67_67	LOCATION	67/67	SB_J_812
f.SB_J_812.79_81	NAME	79/81	SB_J_812
f.SB_J_812.83_84	NAME	83/84	SB_J_812
f.SB_J_812.144_144	NAME	144/144	SB_J_812
f.SB_J_812.146_146	NAME	146/146	SB_J_812
f.SB_J_812.169_169	LOCATION	169/169	SB_J_812
f.SB_J_812.189_191	NAME	189/191	SB_J_812
f.SB_J_812.192_193	PRICE	192/193	SB_J_812
f.SB_J_812.238_239	NAME	238/239	SB_J_812
f.SB_J_812.250_250	NATION	250/250	SB_J_812
f.SB_J_812.282_282	TIME	282/282	SB_J_812
f.SB_J_812.283_283	LOCATION	283/283	SB_J_812
f.SB_J_812.300_300	LOCATION	300/300	SB_J_812
f.SB_J_812.313_313	NATION	313/313	SB_J_812
f.SB_J_812.315_315	LOCATION	315/315	SB_J_812
f.SB_J_812.321_322	NAME	321/322	SB_J_812
f.SB_J_812.331_334	DATE	331/334	SB_J_812
f.SB_J_812.353_354	NATION	353/354	SB_J_812
f.SB_J_812.358_358	LOCATION	358/358	SB_J_812
